data,label
"{'id': '7RJSVI', 'data': 'May I know the location', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'F7FYP8', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'E2TWWS', 'data': 'Ok', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'VBVDEM', 'data': 'Jai raam ki', 'message_order': 2, 'comments': ['']}",dontMeetRequirements
"{'id': '7IR3UF', 'data': 'Aur Area konsa', 'message_order': 1, 'comments': ['']}",greeting
"{'id': '0F4R9V', 'data': 'Hlo', 'message_order': 2, 'comments': ['']}",dontMeetRequirements
"{'id': 'X77W2O', 'data': 'Hello', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': '824QE4', 'data': 'Send me Kurla office address', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'AGAHAL', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'SJZI46', 'data': 'hi', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'YYYAYR', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'KDYOXZ', 'data': 'Mere pass bike nhi Hai', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'HE8CGB', 'data': 'Good morning', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'LQIS1P', 'data': 'Hello', 'message_order': 5, 'comments': ['']}",greeting
"{'id': '5J64PX', 'data': 'Rajajinagar', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': '0OWKV0', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'JSGYP6', 'data': 'Good morning', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'QOED04', 'data': 'Actually having learners licence...need to apply for a drive test', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'NLWFRW', 'data': 'hello', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': '1D547R', 'data': 'I know your a software', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'EK927B', 'data': 'Good morning sir', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'OIR7QX', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'CO8TAM', 'data': 'Hi', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'T9J4NM', 'data': 'Were am doing job?', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'QGGNUF', 'data': 'k', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'NPXIS6', 'data': 'Hi', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'T0MXD5', 'data': ""Can't you understand what I said"", 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'TTP2CO', 'data': 'OK', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'XRLTV1', 'data': 'hello', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'TJ88P0', 'data': 'Llr', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'I1H9OC', 'data': 'Ok sir', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': '9GLKIF', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'PNGQ38', 'data': 'Sorry', 'message_order': 4, 'comments': ['']}",location
"{'id': 'PV3JBJ', 'data': 'Hi', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'JHQRPB', 'data': 'kk', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'JZXI9Q', 'data': 'no other office', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'RFRN64', 'data': 'Give me address', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'OPWRI7', 'data': 'Gn', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'QZSNWW', 'data': ""Don't message it"", 'message_order': 1, 'comments': ['']}",dontMeetRequirements
"{'id': 'J75X5G', 'data': 'Iam not interested in swiggy', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': '3NVYJK', 'data': ""But my license is yet to come.. It's gone Na work"", 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'H45JGK', 'data': 'Thanks', 'message_order': 1, 'comments': ['']}",greeting
"{'id': '55P639', 'data': 'Hlo', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'CX58AJ', 'data': 'Nahi', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'FSC297', 'data': 'Ok', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'OI3I5Y', 'data': 'Tq for your response', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'O450R4', 'data': 'I have learning licence l vill get my license in 15 days', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'CX2PE3', 'data': 'ok', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'ALPHP7', 'data': 'कुटे है', 'message_order': 3, 'comments': ['']}",dontMeetRequirements
"{'id': 'N3LG7T', 'data': 'I am not Interested', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'IQM0QR', 'data': 'Hii', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': '9P1FNL', 'data': 'Location', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'BYHDQU', 'data': 'Ha okl', 'message_order': 5, 'comments': ['']}",dontMeetRequirements
"{'id': 'JOJ8F9', 'data': ""If we don't have driving licence"", 'message_order': 2, 'comments': ['']}",greeting
"{'id': '8KG50X', 'data': 'Anna deposit Mado astu amount illa dayavittu nam bitbdi🙏', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': '4MP2P8', 'data': 'Job konsa state may hey', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'LURWFU', 'data': 'Ok', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'GR6N9V', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",location
"{'id': 'U359T8', 'data': 'Hru', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'AW9623', 'data': 'No le lo', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'W8YQNR', 'data': 'Thnx to inform me', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': '0HC827', 'data': 'hi thank you for your sms', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'A4KQLM', 'data': 'hi', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': '1P6IAB', 'data': 'Which area?', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'UI602D', 'data': 'Work location?', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'UPDFRN', 'data': 'Location sir', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'K8DEEZ', 'data': 'Okk', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': '86AD2F', 'data': 'Ok thank you', 'message_order': 5, 'comments': ['']}",location
"{'id': 'Y3DQS3', 'data': 'Location', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'YAN25P', 'data': 'Hi gm', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'J77AVL', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'BCXRNS', 'data': 'Mere pass bike nahi hai', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': '2P275B', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': '310PQ3', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': '4KKZ5W', 'data': 'How are you', 'message_order': 0, 'comments': ['']}",greeting
"{'id': '0S59LJ', 'data': 'Job location', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': '21Z3H2', 'data': 'Hai', 'message_order': 4, 'comments': ['']}",dontMeetRequirements
"{'id': '00JWU7', 'data': 'Thank you for', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'PGQMW4', 'data': 'I have no bike', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': '7U1ACE', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",location
"{'id': 'BH3HOT', 'data': 'Sir', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'WDRC9D', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'V4HBEQ', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'UBWJH6', 'data': 'K', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': '117U0C', 'data': 'Hi..Is there any vacancy in dilsuknagar..Part time', 'message_order': 2, 'comments': ['']}",greeting
"{'id': '4UHGMY', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'FEVMZO', 'data': 'How are you?', 'message_order': 0, 'comments': ['']}",dontMeetRequirements
"{'id': 'BUB1UM', 'data': 'Learning', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': '2KFE74', 'data': 'Your office where in India', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'HG1948', 'data': 'Learner licence', 'message_order': 4, 'comments': ['']}",dontMeetRequirements
"{'id': 'DQSOCO', 'data': 'Sir mai delivery ka kaam nhi kar sakta', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'YUBP3S', 'data': 'Which is nearest to yelahanka', 'message_order': 4, 'comments': ['']}",location
"{'id': 'Z1MDYC', 'data': 'But no bike no licence', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'VUF1NU', 'data': 'Receipt hai learning', 'message_order': 5, 'comments': ['']}",greeting
"{'id': '9DGD27', 'data': 'Sorry I Dnt have', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'IQN02J', 'data': 'Hi sir', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'VXRU9K', 'data': 'Meanae thoo naa lagta madam😂', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'MSWPRP', 'data': 'I dont have lisence i have only kearning license', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'MJGO8M', 'data': ', learning licence', 'message_order': 5, 'comments': ['']}",greeting
"{'id': '5RY1Q9', 'data': 'Hai', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': '5SRH89', 'data': 'Applications fee nai bhr skte', 'message_order': 5, 'comments': ['']}",location
"{'id': '5FE2S0', 'data': 'Hii', 'message_order': 4, 'comments': ['']}",dontMeetRequirements
"{'id': '6ILTPZ', 'data': 'Hello', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'RJP3VJ', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'TDN2DG', 'data': 'Helo', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'J5JK3I', 'data': 'But mere pass bike nahi hai', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'H7Z189', 'data': 'hi', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'QILVUO', 'data': 'Okk mam', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'EELO82', 'data': 'Haii', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'ZA6147', 'data': 'Hi sir/madem', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'KMREF9', 'data': 'Hii', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'J2BGNB', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': '2D3VE2', 'data': 'Tanks', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'M2JD8T', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'EV4FMW', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': '1IV8BS', 'data': 'Hi friend', 'message_order': 0, 'comments': ['']}",location
"{'id': '11CWDO', 'data': 'Sorry me biji u', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'MO79JO', 'data': 'but I have no bike', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'X6P9MD', 'data': 'Learning', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'INDZM2', 'data': 'Sir', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'A3R1ZW', 'data': 'Naku bike lisense ledhu bro', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'HRM3PX', 'data': 'Sir dl no sir', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'Q6O4ZY', 'data': 'Hiii', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'E1HR6M', 'data': 'K 👍🏻 thank u', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'FKSHEM', 'data': 'नमस्कार', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'DDB319', 'data': 'Please stay 1000 miles away from me ok', 'message_order': 5, 'comments': ['']}",greeting
"{'id': '8S7ILQ', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'ONI2HG', 'data': 'Hiii', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'D2L1Q5', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'HFXRNN', 'data': 'Hi', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'JHC6KP', 'data': 'Hai sir', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'IBOPQZ', 'data': 'Ok', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'LOKI9L', 'data': 'Hi', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'R7ZLXP', 'data': 'Shut up', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'TRGO9C', 'data': 'Hello', 'message_order': 5, 'comments': ['']}",dontMeetRequirements
"{'id': 'MZVG22', 'data': 'Hello', 'message_order': 4, 'comments': ['']}",location
"{'id': 'BFHL5L', 'data': 'Ok', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': '2URK5R', 'data': 'Ok', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'TLKO9W', 'data': 'Ok', 'message_order': 1, 'comments': ['']}",location
"{'id': 'W3WJJP', 'data': ""Don't have bike"", 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': '26W4YB', 'data': 'Llr apply', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': '504A87', 'data': 'I have two wheeler', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'F2TL4M', 'data': 'Hellooo', 'message_order': 4, 'comments': ['']}",location
"{'id': 'IKEG2C', 'data': 'Ok', 'message_order': 1, 'comments': ['']}",greeting
"{'id': '7SIAI8', 'data': '16 yrs old', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'RRZH2E', 'data': 'OK', 'message_order': 5, 'comments': ['']}",location
"{'id': 'FNQH9B', 'data': 'Kkk', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'MCP82B', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'W4HS4E', 'data': ""No, it's too far"", 'message_order': 4, 'comments': ['']}",notInterested
"{'id': '9D43HQ', 'data': '📷 Good morning and have a blessed day', 'message_order': 3, 'comments': ['']}",dontMeetRequirements
"{'id': 'K8FV7Q', 'data': 'Wher is located', 'message_order': 5, 'comments': ['']}",dontMeetRequirements
"{'id': 'NUCCYI', 'data': 'Hlo', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'TCUMVK', 'data': 'okkk', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': '3CW8Z2', 'data': 'Hi', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'QFGVEJ', 'data': 'Bhai', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': '936ZBZ', 'data': 'I have licence only', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'SYPSVX', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'LTRC8R', 'data': 'Thanks Sir', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'R7I6QR', 'data': 'Ok', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': '4IVPPG', 'data': 'Hello', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': '1KHSFI', 'data': 'Okay', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'F75I6F', 'data': 'Kk', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'ES8RPX', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",greeting
"{'id': '6Z0L4B', 'data': 'Learning license', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'P84DHC', 'data': 'Hii', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'JQKJCR', 'data': 'nhi chaiya', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': '9X8L99', 'data': ""sry i can't come to ur place becoz it is from my place"", 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'FIO1JL', 'data': 'Ledu', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': '3U6JVF', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'UGV83J', 'data': 'Where', 'message_order': 5, 'comments': ['']}",greeting
"{'id': '8QRQAB', 'data': 'Only LL now', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'J2DWTS', 'data': 'Hai computer', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'SH4JK9', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'FOVBQ8', 'data': 'Mere pass bike nhi hai', 'message_order': 4, 'comments': ['']}",dontMeetRequirements
"{'id': '0PB2TO', 'data': 'Ok good night computer tomorrow Ok bye bye', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'SQEHD9', 'data': 'Ok', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'N79ZBB', 'data': 'Ok', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': '3PMWYL', 'data': 'Kk', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'GD5JEY', 'data': 'OK', 'message_order': 2, 'comments': ['']}",dontMeetRequirements
"{'id': 'N3KE3Y', 'data': 'Sir but licence nahi hai', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'QENOU2', 'data': 'Hello', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'PB0LNI', 'data': 'No', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'AB2MWD', 'data': 'Ok', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'APU6K0', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",location
"{'id': 'P5U8BR', 'data': 'Hi', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'FSICSG', 'data': 'Location ekkda', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'W8EH67', 'data': 'Hello sir', 'message_order': 0, 'comments': ['']}",notInterested
"{'id': 'JJX57F', 'data': 'Kis jagah jab milega', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'T0GHYQ', 'data': 'Ok', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': '0JBBP1', 'data': 'Which city?', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'FZK3U1', 'data': 'Hii', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': '5P3WDR', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'QLL37P', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'LBVUC7', 'data': 'Hai', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'AI8P2U', 'data': 'Sorry by mistake I type for delivery jobs', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'WUQ3S6', 'data': 'No', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'Q1P6KR', 'data': 'Where is kasthuri nagar', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'Z8SW18', 'data': 'Bhai', 'message_order': 4, 'comments': ['']}",dontMeetRequirements
"{'id': 'XV7RXO', 'data': 'hi', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': '85P910', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': '7MM5BI', 'data': 'Hi', 'message_order': 2, 'comments': ['']}",greeting
"{'id': '94RZHO', 'data': 'Hello', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'R0CTRI', 'data': 'Hii', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'RTN7XY', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': '6F9UJ8', 'data': 'Hello', 'message_order': 2, 'comments': ['']}",greeting
"{'id': '2GJTID', 'data': 'Kya location h', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': '1W10IN', 'data': 'Ohk', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'Q3PQ76', 'data': 'Good morning', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'IOYH8U', 'data': 'Ok', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': '7OH4DV', 'data': 'I wont give u money', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'RZRIRY', 'data': 'Hii', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'TI79FX', 'data': 'Thanks sir', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': '0BBXYF', 'data': 'Time to batao', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': '4V8AFG', 'data': 'Area', 'message_order': 0, 'comments': ['']}",location
"{'id': 'Z46ER3', 'data': 'Hai', 'message_order': 0, 'comments': ['']}",dontMeetRequirements
"{'id': 'AESDQ6', 'data': 'Hii', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': '0BT3SE', 'data': 'K', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': 'LE5LR6', 'data': 'GD morning', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'TA46Z1', 'data': 'hi', 'message_order': 1, 'comments': ['']}",whoAreYou
"{'id': '7H4YG4', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': '3PZCH7', 'data': 'I dnt hv bike', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': '6HE19X', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': '7V6ZDM', 'data': 'Were', 'message_order': 2, 'comments': ['']}",greeting
"{'id': 'J69UA7', 'data': 'Kk', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'L9LUQ5', 'data': 'Ledu', 'message_order': 1, 'comments': ['']}",notInterested
"{'id': 'Q12FRA', 'data': 'LL', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': '4CVER8', 'data': 'Hi', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'KR227S', 'data': 'Kk', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'KW5F9G', 'data': 'I have lerner licennce alredy apply for D/L soon it ll be dispatch', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'JUHXD8', 'data': 'Location.', 'message_order': 2, 'comments': ['']}",greeting
"{'id': '3T3G9D', 'data': 'Nai kar naa hai', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': 'SMW7FU', 'data': 'Hlo', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'HBGHB8', 'data': 'Hii', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': '9M79TY', 'data': 'Hi', 'message_order': 3, 'comments': ['']}",dontMeetRequirements
"{'id': 'BPJR7R', 'data': 'I dnt have a smart phone i have only learing licence', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'C6GITD', 'data': 'not interset', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'Q5398P', 'data': ""Don't send messages"", 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'E1PLT8', 'data': 'No tks', 'message_order': 3, 'comments': ['']}",dontMeetRequirements
"{'id': '800DKL', 'data': 'Hiii', 'message_order': 2, 'comments': ['']}",greeting
"{'id': '4N2CRG', 'data': 'Were is ur office', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'VCNTOH', 'data': 'hi', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'V5OSN1', 'data': 'Hi thanks for considering my cv', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': '80SE2N', 'data': 'I no message', 'message_order': 5, 'comments': ['']}",dontMeetRequirements
"{'id': 'J50QAA', 'data': 'Hello sir', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': '9Z5ZWB', 'data': 'Hi', 'message_order': 2, 'comments': ['']}",greeting
"{'id': '2AZJWB', 'data': 'Kk', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': 'EGUD9E', 'data': 'Ok', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'P7AHQM', 'data': 'Hi', 'message_order': 2, 'comments': ['']}",notInterested
"{'id': 'ZZLQHT', 'data': 'Nooo', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': '917L7M', 'data': 'No', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'CB77MR', 'data': 'Helli', 'message_order': 1, 'comments': ['']}",greeting
"{'id': '4ZP32Y', 'data': ""Sorry bye don't disturb"", 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'XJ03Y8', 'data': 'What areas bro', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': '440YF1', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'DL9GXF', 'data': 'Hi sir and madam', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'JVRMEO', 'data': 'Sir your mine office were', 'message_order': 2, 'comments': ['']}",whoAreYou
"{'id': 'M8KK2U', 'data': 'Which location is the job I will be working', 'message_order': 1, 'comments': ['']}",greeting
"{'id': '3P4V9I', 'data': 'Kk', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'QIBNFI', 'data': 'Hello', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': '0RVB4Q', 'data': 'Ok', 'message_order': 5, 'comments': ['']}",notInterested
"{'id': 'ELMYDI', 'data': 'Hi', 'message_order': 5, 'comments': ['']}",greeting
"{'id': 'IM25C1', 'data': 'So why did u msg me', 'message_order': 1, 'comments': ['']}",greeting
"{'id': 'MMGDLN', 'data': 'Hai', 'message_order': 2, 'comments': ['']}",location
"{'id': 'I59KVN', 'data': 'Hi', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': '0903V4', 'data': 'Ok sir', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'TR4O65', 'data': '2ella', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': '6SGQ89', 'data': 'Which location', 'message_order': 4, 'comments': ['']}",notInterested
"{'id': '6TCWE2', 'data': 'Ok', 'message_order': 3, 'comments': ['']}",greeting
"{'id': 'LDNX6C', 'data': 'I need job. I have learning license. I am possible this job', 'message_order': 4, 'comments': ['']}",greeting
"{'id': 'HPAET0', 'data': 'Okay', 'message_order': 0, 'comments': ['']}",greeting
"{'id': 'RK7OC5', 'data': 'Not insert', 'message_order': 2, 'comments': ['']}",location
"{'id': 'EYX46I', 'data': 'Ok', 'message_order': 4, 'comments': ['']}",whoAreYou
"{'id': 'LXMKUE', 'data': 'Ledu', 'message_order': 3, 'comments': ['']}",notInterested
"{'id': 'KQ578D', 'data': 'I got a new bike but rc card innu bandilla..', 'message_order': 3, 'comments': ['']}",whoAreYou
"{'id': 'HW1HOR', 'data': 'Thank you', 'message_order': 4, 'comments': ['']}",dontMeetRequirements
"{'id': '7RR3M9', 'data': 'Ledhu', 'message_order': 0, 'comments': ['']}",whoAreYou
"{'id': '9IXFJQ', 'data': 'Hii', 'message_order': 5, 'comments': ['']}",whoAreYou
"{'id': 'RTVV5I', 'data': 'Srryy', 'message_order': 3, 'comments': ['']}",whoAreYou
